Title,user_id,timestamp,comment,likes,reposts,sentiment
Iran sanctions reimposed after nuclear deal,user_7526,2025-10-09T01:38:10.545878,Positive developments at last!,43,41,positive
Iran sanctions reimposed after nuclear deal,user_3848,2025-10-09T01:38:10.545881,Much needed change at last.,27,47,neutral
40 dead after stampede at political rally in India,user_7233,2025-10-09T01:38:10.545885,Much needed change at last.,2,6,neutral
40 dead after stampede at political rally in India,user_7703,2025-10-09T01:38:10.545887,I support this decision wholeheartedly.,13,17,positive
40 dead after stampede at political rally in India,user_8905,2025-10-09T01:38:10.545890,This is a step in the right direction.,4,33,neutral
40 dead after stampede at political rally in India,user_4683,2025-10-09T01:38:10.545893,I support this decision wholeheartedly.,61,42,positive
40 dead after stampede at political rally in India,user_6883,2025-10-09T01:38:10.545896,This is long overdue!,14,7,neutral
40 dead after stampede at political rally in India,user_6773,2025-10-09T01:38:10.545899,We need more leaders like this.,12,7,positive
40 dead after stampede at political rally in India,user_4005,2025-10-09T01:38:10.545902,"Finally, some good news for the city!",62,38,positive
40 dead after stampede at political rally in India,user_9734,2025-10-09T01:38:10.545905,"Finally, some good news for the city!",32,39,positive
40 dead after stampede at political rally in India,user_1781,2025-10-09T01:38:10.545908,Much needed change at last.,78,37,neutral
40 dead after stampede at political rally in India,user_2259,2025-10-09T01:38:10.545911,Hope this leads to real progress.,26,39,positive
40 dead after stampede at political rally in India,user_3576,2025-10-09T01:38:10.545914,We need more leaders like this.,41,38,positive
40 dead after stampede at political rally in India,user_4942,2025-10-09T01:38:10.545916,I support this decision wholeheartedly.,77,0,positive
40 dead after stampede at political rally in India,user_3221,2025-10-09T01:38:10.545919,I support this decision wholeheartedly.,10,39,positive
40 dead after stampede at political rally in India,user_2366,2025-10-09T01:38:10.545922,I support this decision wholeheartedly.,67,0,positive
40 dead after stampede at political rally in India,user_4333,2025-10-09T01:38:10.545925,I support this decision wholeheartedly.,30,1,positive
40 dead after stampede at political rally in India,user_8910,2025-10-09T01:38:10.545928,"Finally, some good news for the city!",56,33,positive
40 dead after stampede at political rally in India,user_6692,2025-10-09T01:38:10.545931,Positive developments at last!,3,6,positive
40 dead after stampede at political rally in India,user_7478,2025-10-09T01:38:10.545934,Positive developments at last!,68,47,positive
40 dead after stampede at political rally in India,user_8513,2025-10-09T01:38:10.545937,"Finally, some good news for the city!",23,9,positive
40 dead after stampede at political rally in India,user_5277,2025-10-09T01:38:10.545939,"Finally, some good news for the city!",76,18,positive
IDF controls over half of Gaza City,user_2538,2025-10-09T01:38:10.545943,Hope this leads to real progress.,30,24,positive
IDF controls over half of Gaza City,user_7906,2025-10-09T01:38:10.545946,Encouraging to see action being taken.,0,36,positive
IDF controls over half of Gaza City,user_5764,2025-10-09T01:38:10.545949,Encouraging to see action being taken.,99,11,positive
IDF controls over half of Gaza City,user_9433,2025-10-09T01:38:10.545952,I support this decision wholeheartedly.,51,35,positive
IDF controls over half of Gaza City,user_2703,2025-10-09T01:38:10.545954,Positive developments at last!,77,12,positive
IDF controls over half of Gaza City,user_7406,2025-10-09T01:38:10.545957,"Finally, some good news for the city!",98,34,positive
IDF controls over half of Gaza City,user_7288,2025-10-09T01:38:10.545960,Hope this leads to real progress.,0,37,positive
IDF controls over half of Gaza City,user_9626,2025-10-09T01:38:10.545963,Positive developments at last!,83,2,positive
IDF controls over half of Gaza City,user_4020,2025-10-09T01:38:10.545966,We need more leaders like this.,53,10,positive
IDF controls over half of Gaza City,user_5769,2025-10-09T01:38:10.545968,"Finally, some good news for the city!",42,28,positive
IDF controls over half of Gaza City,user_1532,2025-10-09T01:38:10.545971,This is a step in the right direction.,24,5,neutral
IDF controls over half of Gaza City,user_1927,2025-10-09T01:38:10.545974,I appreciate the transparency.,29,14,positive
IDF controls over half of Gaza City,user_6040,2025-10-09T01:38:10.545977,"Finally, some good news for the city!",50,47,positive
IDF controls over half of Gaza City,user_3462,2025-10-09T01:38:10.545980,This is long overdue!,26,32,neutral
IDF controls over half of Gaza City,user_7348,2025-10-09T01:38:10.545983,I support this decision wholeheartedly.,10,22,positive
IDF controls over half of Gaza City,user_8887,2025-10-09T01:38:10.545986,Encouraging to see action being taken.,95,20,positive
IDF controls over half of Gaza City,user_9882,2025-10-09T01:38:10.545989,I support this decision wholeheartedly.,11,44,positive
IDF controls over half of Gaza City,user_4785,2025-10-09T01:38:10.545992,I support this decision wholeheartedly.,43,31,positive
IDF controls over half of Gaza City,user_6884,2025-10-09T01:38:10.545994,I support this decision wholeheartedly.,96,26,positive
IDF controls over half of Gaza City,user_5445,2025-10-09T01:38:10.545997,"Finally, some good news for the city!",39,24,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7238,2025-10-09T01:38:10.546001,Much needed change at last.,43,28,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7834,2025-10-09T01:38:10.546003,Much needed change at last.,12,46,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_2321,2025-10-09T01:38:10.546006,We need more leaders like this.,95,29,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_1633,2025-10-09T01:38:10.546009,This is a step in the right direction.,45,38,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_6402,2025-10-09T01:38:10.546012,I support this decision wholeheartedly.,15,22,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_2441,2025-10-09T01:38:10.546016,"Finally, some good news for the city!",38,9,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7908,2025-10-09T01:38:10.546019,Positive developments at last!,69,45,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_9724,2025-10-09T01:38:10.546022,"Finally, some good news for the city!",9,36,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_5185,2025-10-09T01:38:10.546025,This is long overdue!,34,40,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7563,2025-10-09T01:38:10.546027,Encouraging to see action being taken.,24,12,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_8574,2025-10-09T01:38:10.546030,"Finally, some good news for the city!",74,12,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_1482,2025-10-09T01:38:10.546033,Encouraging to see action being taken.,53,29,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7963,2025-10-09T01:38:10.546036,Encouraging to see action being taken.,66,38,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_1388,2025-10-09T01:38:10.546039,Positive developments at last!,12,33,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_5765,2025-10-09T01:38:10.546042,This is a step in the right direction.,43,4,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_1857,2025-10-09T01:38:10.546045,I appreciate the transparency.,15,23,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_7031,2025-10-09T01:38:10.546048,This is a step in the right direction.,89,0,neutral
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_6160,2025-10-09T01:38:10.546051,"Finally, some good news for the city!",23,32,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_4401,2025-10-09T01:38:10.546053,I support this decision wholeheartedly.,51,27,positive
"Major AI analyst moves: Nvidia target upped, Oracle Sell rating",user_5227,2025-10-09T01:38:10.546056,We need more leaders like this.,42,48,positive
L.A. buyers rush for EVs as tax breaks expire,user_9205,2025-10-09T01:38:10.546060,This is a step in the right direction.,29,20,neutral
L.A. buyers rush for EVs as tax breaks expire,user_5023,2025-10-09T01:38:10.546063,Positive developments at last!,21,21,positive
L.A. buyers rush for EVs as tax breaks expire,user_7505,2025-10-09T01:38:10.546066,I appreciate the transparency.,30,27,positive
L.A. buyers rush for EVs as tax breaks expire,user_8053,2025-10-09T01:38:10.546069,Much needed change at last.,66,32,neutral
L.A. buyers rush for EVs as tax breaks expire,user_8395,2025-10-09T01:38:10.546072,Hope this leads to real progress.,62,40,positive
L.A. buyers rush for EVs as tax breaks expire,user_5637,2025-10-09T01:38:10.546075,I support this decision wholeheartedly.,60,24,positive
L.A. buyers rush for EVs as tax breaks expire,user_4166,2025-10-09T01:38:10.546078,This is a step in the right direction.,7,6,neutral
L.A. buyers rush for EVs as tax breaks expire,user_4158,2025-10-09T01:38:10.546081,I appreciate the transparency.,7,34,positive
L.A. buyers rush for EVs as tax breaks expire,user_5948,2025-10-09T01:38:10.546086,"Finally, some good news for the city!",4,15,positive
L.A. buyers rush for EVs as tax breaks expire,user_9650,2025-10-09T01:38:10.546091,"Finally, some good news for the city!",14,21,positive
L.A. buyers rush for EVs as tax breaks expire,user_8448,2025-10-09T01:38:10.546097,This is a step in the right direction.,48,16,neutral
L.A. buyers rush for EVs as tax breaks expire,user_6361,2025-10-09T01:38:10.546101,We need more leaders like this.,37,2,positive
L.A. buyers rush for EVs as tax breaks expire,user_2203,2025-10-09T01:38:10.546104,Hope this leads to real progress.,40,47,positive
L.A. buyers rush for EVs as tax breaks expire,user_7925,2025-10-09T01:38:10.546107,I support this decision wholeheartedly.,33,20,positive
L.A. buyers rush for EVs as tax breaks expire,user_3012,2025-10-09T01:38:10.546110,Encouraging to see action being taken.,43,24,positive
L.A. buyers rush for EVs as tax breaks expire,user_5105,2025-10-09T01:38:10.546113,Hope this leads to real progress.,56,20,positive
L.A. buyers rush for EVs as tax breaks expire,user_8710,2025-10-09T01:38:10.546116,I support this decision wholeheartedly.,47,38,positive
L.A. buyers rush for EVs as tax breaks expire,user_2939,2025-10-09T01:38:10.546119,I appreciate the transparency.,38,35,positive
L.A. buyers rush for EVs as tax breaks expire,user_4303,2025-10-09T01:38:10.546122,Positive developments at last!,66,3,positive
L.A. buyers rush for EVs as tax breaks expire,user_2216,2025-10-09T01:38:10.546125,We need more leaders like this.,54,35,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_3360,2025-10-09T01:38:10.546128,Much needed change at last.,37,24,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_7775,2025-10-09T01:38:10.546131,This is a step in the right direction.,80,28,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_6710,2025-10-09T01:38:10.546134,I appreciate the transparency.,67,45,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8249,2025-10-09T01:38:10.546137,Hope this leads to real progress.,25,7,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_1724,2025-10-09T01:38:10.546140,Positive developments at last!,36,45,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_7438,2025-10-09T01:38:10.546143,Hope this leads to real progress.,11,36,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_4949,2025-10-09T01:38:10.546145,This is a step in the right direction.,43,12,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_5099,2025-10-09T01:38:10.546148,I support this decision wholeheartedly.,64,49,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_1159,2025-10-09T01:38:10.546151,I support this decision wholeheartedly.,20,38,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_9766,2025-10-09T01:38:10.546154,"Finally, some good news for the city!",22,26,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8646,2025-10-09T01:38:10.546157,This is long overdue!,14,45,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_3010,2025-10-09T01:38:10.546159,Positive developments at last!,86,6,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8904,2025-10-09T01:38:10.546162,"Finally, some good news for the city!",62,22,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_8732,2025-10-09T01:38:10.546165,I appreciate the transparency.,56,15,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_4125,2025-10-09T01:38:10.546169,Much needed change at last.,93,11,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_2978,2025-10-09T01:38:10.546173,This is long overdue!,98,35,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_1431,2025-10-09T01:38:10.546178,Positive developments at last!,41,0,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_2550,2025-10-09T01:38:10.546191,Encouraging to see action being taken.,60,28,positive
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_1977,2025-10-09T01:38:10.546195,This is a step in the right direction.,86,33,neutral
Ken Griffin warns Trump/GOP about 3% inflation rate impact,user_3960,2025-10-09T01:38:10.546198,This is a step in the right direction.,43,13,neutral
Experts question Trump's pharma tariffs,user_4410,2025-10-09T01:38:10.546202,This is a step in the right direction.,15,22,neutral
Experts question Trump's pharma tariffs,user_7088,2025-10-09T01:38:10.546205,"Finally, some good news for the city!",64,27,positive
Experts question Trump's pharma tariffs,user_4868,2025-10-09T01:38:10.546208,This is long overdue!,89,30,neutral
Experts question Trump's pharma tariffs,user_6921,2025-10-09T01:38:10.546211,We need more leaders like this.,64,8,positive
Experts question Trump's pharma tariffs,user_2479,2025-10-09T01:38:10.546214,We need more leaders like this.,17,32,positive
Experts question Trump's pharma tariffs,user_3849,2025-10-09T01:38:10.546217,Much needed change at last.,7,21,neutral
Experts question Trump's pharma tariffs,user_2431,2025-10-09T01:38:10.546221,Much needed change at last.,83,35,neutral
Experts question Trump's pharma tariffs,user_2266,2025-10-09T01:38:10.546223,This is long overdue!,12,29,neutral
Experts question Trump's pharma tariffs,user_6432,2025-10-09T01:38:10.546226,Hope this leads to real progress.,14,30,positive
Experts question Trump's pharma tariffs,user_3291,2025-10-09T01:38:10.546229,I support this decision wholeheartedly.,74,39,positive
Experts question Trump's pharma tariffs,user_7738,2025-10-09T01:38:10.546232,This is a step in the right direction.,68,1,neutral
Experts question Trump's pharma tariffs,user_2372,2025-10-09T01:38:10.546235,Much needed change at last.,82,0,neutral
Experts question Trump's pharma tariffs,user_5017,2025-10-09T01:38:10.546243,"Finally, some good news for the city!",59,7,positive
Experts question Trump's pharma tariffs,user_1088,2025-10-09T01:38:10.546249,This is a step in the right direction.,64,7,neutral
Experts question Trump's pharma tariffs,user_5527,2025-10-09T01:38:10.546254,This is long overdue!,70,40,neutral
Experts question Trump's pharma tariffs,user_3962,2025-10-09T01:38:10.546258,"Finally, some good news for the city!",74,4,positive
Experts question Trump's pharma tariffs,user_8287,2025-10-09T01:38:10.546264,We need more leaders like this.,11,49,positive
Experts question Trump's pharma tariffs,user_5666,2025-10-09T01:38:10.546269,I support this decision wholeheartedly.,42,24,positive
Experts question Trump's pharma tariffs,user_4166,2025-10-09T01:38:10.546272,"Finally, some good news for the city!",67,50,positive
Experts question Trump's pharma tariffs,user_6564,2025-10-09T01:38:10.546274,This is long overdue!,64,12,neutral
Android's Handoff alternative is coming,user_3337,2025-10-09T01:38:10.546278,Much needed change at last.,3,39,neutral
Android's Handoff alternative is coming,user_2128,2025-10-09T01:38:10.546281,"Finally, some good news for the city!",71,34,positive
Android's Handoff alternative is coming,user_7659,2025-10-09T01:38:10.546284,Encouraging to see action being taken.,16,24,positive
Android's Handoff alternative is coming,user_1655,2025-10-09T01:38:10.546287,This is a step in the right direction.,56,20,neutral
Android's Handoff alternative is coming,user_4412,2025-10-09T01:38:10.546290,Positive developments at last!,47,17,positive
Android's Handoff alternative is coming,user_6729,2025-10-09T01:38:10.546293,Hope this leads to real progress.,51,50,positive
Android's Handoff alternative is coming,user_7233,2025-10-09T01:38:10.546295,Encouraging to see action being taken.,98,15,positive
Android's Handoff alternative is coming,user_2842,2025-10-09T01:38:10.546298,I support this decision wholeheartedly.,73,4,positive
Android's Handoff alternative is coming,user_9951,2025-10-09T01:38:10.546302,We need more leaders like this.,16,18,positive
Android's Handoff alternative is coming,user_7912,2025-10-09T01:38:10.546305,Encouraging to see action being taken.,75,15,positive
Android's Handoff alternative is coming,user_5588,2025-10-09T01:38:10.546308,Positive developments at last!,96,1,positive
Android's Handoff alternative is coming,user_9402,2025-10-09T01:38:10.546314,We need more leaders like this.,78,36,positive
Android's Handoff alternative is coming,user_4138,2025-10-09T01:38:10.546317,I support this decision wholeheartedly.,45,24,positive
Android's Handoff alternative is coming,user_9752,2025-10-09T01:38:10.546319,I appreciate the transparency.,61,49,positive
Android's Handoff alternative is coming,user_1224,2025-10-09T01:38:10.546322,We need more leaders like this.,83,24,positive
Android's Handoff alternative is coming,user_8573,2025-10-09T01:38:10.546325,I appreciate the transparency.,83,41,positive
Android's Handoff alternative is coming,user_8611,2025-10-09T01:38:10.546328,I support this decision wholeheartedly.,40,32,positive
Android's Handoff alternative is coming,user_4366,2025-10-09T01:38:10.546331,Much needed change at last.,56,49,neutral
Android's Handoff alternative is coming,user_7144,2025-10-09T01:38:10.546334,This is long overdue!,66,1,neutral
Android's Handoff alternative is coming,user_2244,2025-10-09T01:38:10.546337,I support this decision wholeheartedly.,63,39,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_5602,2025-10-09T01:38:10.546341,This is a step in the right direction.,27,20,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9364,2025-10-09T01:38:10.546344,This is a step in the right direction.,74,34,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_5285,2025-10-09T01:38:10.546347,"Finally, some good news for the city!",51,34,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_6530,2025-10-09T01:38:10.546350,We need more leaders like this.,11,35,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_3240,2025-10-09T01:38:10.546352,Much needed change at last.,57,48,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_4152,2025-10-09T01:38:10.546355,I support this decision wholeheartedly.,18,45,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9728,2025-10-09T01:38:10.546358,I appreciate the transparency.,33,29,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_3234,2025-10-09T01:38:10.546361,"Finally, some good news for the city!",25,41,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_8132,2025-10-09T01:38:10.546364,Encouraging to see action being taken.,20,18,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9004,2025-10-09T01:38:10.546367,Much needed change at last.,25,3,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_4937,2025-10-09T01:38:10.546370,This is long overdue!,60,17,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_1686,2025-10-09T01:38:10.546372,"Finally, some good news for the city!",74,31,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_7052,2025-10-09T01:38:10.546377,We need more leaders like this.,38,21,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_4236,2025-10-09T01:38:10.546379,Hope this leads to real progress.,10,4,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_5298,2025-10-09T01:38:10.546382,This is a step in the right direction.,19,36,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_1979,2025-10-09T01:38:10.546385,Much needed change at last.,56,33,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_6006,2025-10-09T01:38:10.546388,Much needed change at last.,85,14,neutral
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_2761,2025-10-09T01:38:10.546391,Positive developments at last!,12,16,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_5911,2025-10-09T01:38:10.546394,I appreciate the transparency.,78,1,positive
"Xiaomi 17 Ultra tipped for key changes, including global satellite connectivity",user_9164,2025-10-09T01:38:10.546397,"Finally, some good news for the city!",39,4,positive
Eric Adams ends re-election bid,user_9439,2025-10-09T01:38:10.546401,"Finally, leadership we can trust.",49,36,positive
Eric Adams ends re-election bid,user_1746,2025-10-09T01:38:10.546404,This shows accountability.,76,27,neutral
Eric Adams ends re-election bid,user_4573,2025-10-09T01:38:10.546409,Right decision at the right time.,2,5,neutral
Eric Adams ends re-election bid,user_1478,2025-10-09T01:38:10.546412,This will strengthen our country.,34,46,positive
Eric Adams ends re-election bid,user_2874,2025-10-09T01:38:10.546415,Makes perfect sense to me.,19,20,positive
Eric Adams ends re-election bid,user_2465,2025-10-09T01:38:10.546418,Glad to see this happening.,9,35,positive
Eric Adams ends re-election bid,user_5997,2025-10-09T01:38:10.546421,This will strengthen our country.,9,18,positive
Eric Adams ends re-election bid,user_6591,2025-10-09T01:38:10.546424,Right decision at the right time.,32,22,neutral
Eric Adams ends re-election bid,user_4123,2025-10-09T01:38:10.546427,Couldn't agree more with this approach.,43,22,negative
Eric Adams ends re-election bid,user_6153,2025-10-09T01:38:10.546430,Glad to see this happening.,12,1,positive
Eric Adams ends re-election bid,user_6043,2025-10-09T01:38:10.546433,This shows accountability.,16,39,neutral
Eric Adams ends re-election bid,user_9737,2025-10-09T01:38:10.546436,This is exactly what we need.,31,48,neutral
Eric Adams ends re-election bid,user_7887,2025-10-09T01:38:10.546439,This shows accountability.,99,8,neutral
Eric Adams ends re-election bid,user_6736,2025-10-09T01:38:10.546441,Makes perfect sense to me.,54,31,positive
Eric Adams ends re-election bid,user_6741,2025-10-09T01:38:10.546444,Strong leadership is what we need.,32,0,positive
Eric Adams ends re-election bid,user_4311,2025-10-09T01:38:10.546447,Makes perfect sense to me.,36,5,positive
Eric Adams ends re-election bid,user_6204,2025-10-09T01:38:10.546450,Makes perfect sense to me.,19,45,positive
Eric Adams ends re-election bid,user_1158,2025-10-09T01:38:10.546454,This shows accountability.,14,11,neutral
Eric Adams ends re-election bid,user_2921,2025-10-09T01:38:10.546458,Strong leadership is what we need.,86,46,positive
Eric Adams ends re-election bid,user_1825,2025-10-09T01:38:10.546463,This shows accountability.,77,48,neutral
Michigan church shooting with victims and fire,user_3456,2025-10-09T01:38:10.546468,Makes perfect sense to me.,86,7,positive
Michigan church shooting with victims and fire,user_1229,2025-10-09T01:38:10.546472,Makes perfect sense to me.,8,3,positive
Michigan church shooting with victims and fire,user_8428,2025-10-09T01:38:10.546477,This shows accountability.,6,26,neutral
Michigan church shooting with victims and fire,user_1426,2025-10-09T01:38:10.546483,This is exactly what we need.,92,6,neutral
Michigan church shooting with victims and fire,user_3636,2025-10-09T01:38:10.546486,Strong leadership is what we need.,52,28,positive
Michigan church shooting with victims and fire,user_8080,2025-10-09T01:38:10.546489,Couldn't agree more with this approach.,81,11,negative
Michigan church shooting with victims and fire,user_6848,2025-10-09T01:38:10.546492,Makes perfect sense to me.,75,25,positive
Michigan church shooting with victims and fire,user_8090,2025-10-09T01:38:10.546495,"Finally, leadership we can trust.",38,40,positive
Michigan church shooting with victims and fire,user_3456,2025-10-09T01:38:10.546498,This is exactly what we need.,51,0,neutral
Michigan church shooting with victims and fire,user_9105,2025-10-09T01:38:10.546501,Strong leadership is what we need.,82,6,positive
Michigan church shooting with victims and fire,user_8665,2025-10-09T01:38:10.546504,This is exactly what we need.,14,16,neutral
Michigan church shooting with victims and fire,user_9981,2025-10-09T01:38:10.546506,"Finally, leadership we can trust.",92,24,positive
Michigan church shooting with victims and fire,user_3231,2025-10-09T01:38:10.546509,"Finally, leadership we can trust.",16,36,positive
Michigan church shooting with victims and fire,user_3829,2025-10-09T01:38:10.546512,This will strengthen our country.,19,24,positive
Michigan church shooting with victims and fire,user_7122,2025-10-09T01:38:10.546515,Strong leadership is what we need.,45,39,positive
Michigan church shooting with victims and fire,user_9158,2025-10-09T01:38:10.546518,This shows accountability.,71,37,neutral
Michigan church shooting with victims and fire,user_4219,2025-10-09T01:38:10.546520,Couldn't agree more with this approach.,55,27,negative
Michigan church shooting with victims and fire,user_7955,2025-10-09T01:38:10.546523,Strong leadership is what we need.,44,4,positive
Michigan church shooting with victims and fire,user_3296,2025-10-09T01:38:10.546527,This is exactly what we need.,16,29,neutral
Michigan church shooting with victims and fire,user_2909,2025-10-09T01:38:10.546530,"Finally, leadership we can trust.",35,31,positive
Trump to host talks to prevent government shutdown,user_6459,2025-10-09T01:38:10.546534,This shows accountability.,71,36,neutral
Trump to host talks to prevent government shutdown,user_8631,2025-10-09T01:38:10.546537,This will strengthen our country.,8,38,positive
Trump to host talks to prevent government shutdown,user_9216,2025-10-09T01:38:10.546540,This shows accountability.,2,3,neutral
Trump to host talks to prevent government shutdown,user_5345,2025-10-09T01:38:10.546543,This is exactly what we need.,71,30,neutral
Trump to host talks to prevent government shutdown,user_3796,2025-10-09T01:38:10.546546,Strong leadership is what we need.,5,34,positive
Trump to host talks to prevent government shutdown,user_9025,2025-10-09T01:38:10.546549,Right decision at the right time.,17,48,neutral
Trump to host talks to prevent government shutdown,user_6120,2025-10-09T01:38:10.546552,Strong leadership is what we need.,75,33,positive
Trump to host talks to prevent government shutdown,user_6251,2025-10-09T01:38:10.546555,This is exactly what we need.,96,29,neutral
Trump to host talks to prevent government shutdown,user_3207,2025-10-09T01:38:10.546558,Glad to see this happening.,79,36,positive
Trump to host talks to prevent government shutdown,user_3242,2025-10-09T01:38:10.546560,This is exactly what we need.,6,10,neutral
Trump to host talks to prevent government shutdown,user_3269,2025-10-09T01:38:10.546563,This shows accountability.,45,5,neutral
Trump to host talks to prevent government shutdown,user_8887,2025-10-09T01:38:10.546566,"Finally, leadership we can trust.",90,9,positive
Trump to host talks to prevent government shutdown,user_1695,2025-10-09T01:38:10.546569,Couldn't agree more with this approach.,21,45,negative
Trump to host talks to prevent government shutdown,user_8655,2025-10-09T01:38:10.546576,Glad to see this happening.,65,25,positive
Trump to host talks to prevent government shutdown,user_8578,2025-10-09T01:38:10.546579,Right decision at the right time.,71,40,neutral
Trump to host talks to prevent government shutdown,user_4314,2025-10-09T01:38:10.546581,About time someone took action!,0,27,neutral
Trump to host talks to prevent government shutdown,user_2117,2025-10-09T01:38:10.546584,About time someone took action!,71,14,neutral
Trump to host talks to prevent government shutdown,user_7229,2025-10-09T01:38:10.546587,"Finally, leadership we can trust.",94,10,positive
Trump to host talks to prevent government shutdown,user_6404,2025-10-09T01:38:10.546590,"Finally, leadership we can trust.",60,3,positive
Trump to host talks to prevent government shutdown,user_7163,2025-10-09T01:38:10.546593,About time someone took action!,8,13,neutral
Trump to meet with US military leaders,user_1747,2025-10-09T01:38:10.546596,This is exactly what we need.,28,35,neutral
Trump to meet with US military leaders,user_7824,2025-10-09T01:38:10.546599,This shows accountability.,67,24,neutral
Trump to meet with US military leaders,user_8943,2025-10-09T01:38:10.546602,Strong leadership is what we need.,83,4,positive
Trump to meet with US military leaders,user_5002,2025-10-09T01:38:10.546605,Right decision at the right time.,47,33,neutral
Trump to meet with US military leaders,user_5426,2025-10-09T01:38:10.546609,Makes perfect sense to me.,10,37,positive
Trump to meet with US military leaders,user_1949,2025-10-09T01:38:10.546612,About time someone took action!,25,20,neutral
Trump to meet with US military leaders,user_6617,2025-10-09T01:38:10.546615,This shows accountability.,29,30,neutral
Trump to meet with US military leaders,user_4874,2025-10-09T01:38:10.546619,This will strengthen our country.,43,6,positive
Trump to meet with US military leaders,user_5837,2025-10-09T01:38:10.546621,"Finally, leadership we can trust.",2,20,positive
Trump to meet with US military leaders,user_1488,2025-10-09T01:38:10.546624,This is exactly what we need.,52,20,neutral
Trump to meet with US military leaders,user_8187,2025-10-09T01:38:10.546628,Right decision at the right time.,78,8,neutral
Trump to meet with US military leaders,user_4297,2025-10-09T01:38:10.546631,Makes perfect sense to me.,41,42,positive
Trump to meet with US military leaders,user_7777,2025-10-09T01:38:10.546633,This will strengthen our country.,55,3,positive
Trump to meet with US military leaders,user_7295,2025-10-09T01:38:10.546636,Right decision at the right time.,42,32,neutral
Trump to meet with US military leaders,user_7876,2025-10-09T01:38:10.546639,Strong leadership is what we need.,79,50,positive
